Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
4584,9631,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-01-26,
495,4473,Payment Issue,I can't update my payment information in the app.,Open,2020-05-15,
8176,4536,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2022-10-16,2022-06-12
7163,4264,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-03-01,
6893,8599,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-05-17,2020-05-03
2178,8267,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-04-28,2022-09-06
5228,5745,Payment Issue,I was double charged for my ride.,In Progress,2023-03-22,
7478,8347,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-04-16,
2407,7223,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-09-20,
6674,8904,Payment Issue,My promo code was not applied to my ride.,Open,2023-10-29,2021-06-24
575,5338,Payment Issue,I can't update my payment information in the app.,Open,2022-12-20,2022-01-05
9938,7749,Payment Issue,I can't update my payment information in the app.,Closed,2023-10-10,2023-11-13
5483,1523,Payment Issue,I was double charged for my ride.,Closed,2020-10-29,
2992,8975,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-05-08,
886,5781,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-05-07,2023-03-24
5901,5072,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-04-04,
6721,9819,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-05-27,
2058,1617,Payment Issue,I can't update my payment information in the app.,Resolved,2022-10-19,
7442,6886,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-12-22,
7258,9778,Payment Issue,My promo code was not applied to my ride.,Open,2021-09-26,
3566,1642,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-08-25,2020-08-04
9633,1588,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-07-20,
2007,1822,Payment Issue,I can't update my payment information in the app.,Open,2023-02-08,2021-10-23
6003,6762,Payment Issue,I was double charged for my ride.,In Progress,2022-01-15,2023-03-21
165,8514,Payment Issue,I was double charged for my ride.,Closed,2022-04-16,
2605,9986,Payment Issue,I was double charged for my ride.,In Progress,2023-02-04,2023-01-20
101,7191,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2021-10-23,
9300,1996,Payment Issue,I can't update my payment information in the app.,In Progress,2022-04-30,2021-10-20
1553,6146,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-05-16,
3804,3313,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-08-14,2022-01-07
7528,1896,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-10-24,2021-12-21
9865,1693,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-05-05,2023-12-24
4503,1528,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-07-11,
4334,7836,Payment Issue,I can't update my payment information in the app.,Closed,2022-11-20,
3211,3243,Payment Issue,My promo code was not applied to my ride.,Closed,2020-02-22,2020-03-04
7176,6940,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-06-14,
7842,8033,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-07-22,
3272,6191,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-07-11,
213,1634,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-08-09,
2191,2941,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-11-30,2022-04-01
4454,1664,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-01-26,2023-11-21
8620,8166,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-05-29,2022-09-01
9284,2249,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-02-16,
9236,1548,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-09-14,2021-05-18
6753,1718,Payment Issue,I was double charged for my ride.,Open,2021-04-11,2021-04-27
2596,2871,Payment Issue,I was double charged for my ride.,Closed,2022-12-06,2023-03-17
3218,5922,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-02-12,2023-03-25
4224,6633,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-02-23,2020-04-02
9774,5971,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-07-06,2023-01-27
9060,2228,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-06-03,
6293,6449,Payment Issue,I was double charged for my ride.,Resolved,2023-03-23,
17,1753,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-09-07,
4373,3440,Payment Issue,I was double charged for my ride.,In Progress,2023-07-30,
4716,7196,Payment Issue,My promo code was not applied to my ride.,Closed,2021-10-09,2023-05-07
2945,7814,Payment Issue,My promo code was not applied to my ride.,In Progress,2022-07-17,
3385,1595,Payment Issue,I was double charged for my ride.,Closed,2023-10-03,2023-10-26
3891,4798,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2022-03-08,2022-04-26
202,2968,Payment Issue,I can't update my payment information in the app.,In Progress,2022-12-20,2023-08-11
968,3063,Payment Issue,I can't update my payment information in the app.,Open,2022-03-08,
1423,3972,Payment Issue,I was double charged for my ride.,Resolved,2020-06-11,2020-06-04
2436,9265,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-02-13,2021-07-21
4380,7123,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-11-19,2020-11-27
6687,5371,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-02-05,2022-12-22
6660,7036,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-05-17,
2530,8417,Payment Issue,I can't update my payment information in the app.,Closed,2020-05-25,2021-07-13
475,1109,Payment Issue,I can't update my payment information in the app.,Closed,2020-09-09,
3205,4216,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-01-07,
7130,2565,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2022-06-08,2023-06-11
4229,5020,Payment Issue,I was double charged for my ride.,Open,2023-07-19,
7821,5433,Payment Issue,I can't update my payment information in the app.,Open,2023-08-15,2022-06-23
5332,2942,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-07-18,2021-11-06
2824,5498,Payment Issue,I was double charged for my ride.,Open,2021-05-27,2021-10-07
464,4188,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-01-21,
7307,6428,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-08-22,
4462,2905,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-07-29,
7640,2576,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-03-15,2020-07-10
3965,8461,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-01-27,
6586,7309,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2022-09-03,2020-12-28
4229,5020,Payment Issue,I was double charged for my ride.,Open,2023-07-19,
2430,9281,Payment Issue,My promo code was not applied to my ride.,Closed,2020-05-24,2021-07-03
1969,5561,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-03-19,
4346,9699,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-05-05,
4432,5470,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2021-03-31,
2158,2734,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-06-08,2020-07-18
1867,1183,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-10-22,
3466,4837,Payment Issue,I was double charged for my ride.,Open,2021-03-11,
4690,9331,Payment Issue,I can't update my payment information in the app.,Open,2023-11-07,2020-10-18
2676,4207,Payment Issue,I can't update my payment information in the app.,Open,2023-07-22,
5788,9286,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-10-14,2020-08-05
2222,6631,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-10-07,2022-02-07
8991,6098,Payment Issue,My promo code was not applied to my ride.,Closed,2022-10-20,
574,9244,Payment Issue,My promo code was not applied to my ride.,Closed,2022-10-11,
6645,3728,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-10-10,
3910,5422,Payment Issue,I can't update my payment information in the app.,In Progress,2023-02-07,2022-12-04
4822,3078,Payment Issue,I can't update my payment information in the app.,Resolved,2021-09-17,2022-08-01
4252,8968,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-03-27,
3957,7216,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-09-19,
8434,5760,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-09-21,
6954,6786,Payment Issue,I can't update my payment information in the app.,Open,2023-01-12,
3727,3725,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-02-12,2020-11-21
1762,5672,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2023-11-17,
4746,5810,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-07-12,
8872,8957,Payment Issue,The ride fare was higher than the estimated fare.,Open,2021-02-28,2020-01-18
9873,7864,Payment Issue,I was double charged for my ride.,In Progress,2022-09-20,
9722,8933,Payment Issue,My promo code was not applied to my ride.,Open,2021-08-07,2023-04-10
9356,7014,Payment Issue,My promo code was not applied to my ride.,Closed,2020-04-28,
2118,5001,Payment Issue,I can't update my payment information in the app.,Closed,2022-03-08,
6470,7473,Payment Issue,I was double charged for my ride.,Resolved,2021-10-23,2022-11-23
5077,2806,Payment Issue,I was double charged for my ride.,Closed,2020-10-06,
6890,5351,Payment Issue,I was double charged for my ride.,Open,2023-05-28,2020-09-11
1357,1359,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-01-24,2022-12-29
8188,6767,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-08-13,
7003,1795,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-09-23,2021-10-06
6994,9794,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-04-30,
9765,8182,Payment Issue,I was double charged for my ride.,Open,2023-05-19,
6447,4219,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-04-07,2020-11-12
3981,6380,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-01-23,
5236,2538,Payment Issue,My promo code was not applied to my ride.,Resolved,2021-04-02,2020-06-05
1986,3140,Payment Issue,My promo code was not applied to my ride.,Closed,2020-11-24,
1268,8467,Payment Issue,I was double charged for my ride.,In Progress,2020-08-05,2020-02-26
6998,1267,Payment Issue,My promo code was not applied to my ride.,Open,2020-05-08,
9039,6933,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-01-17,2022-12-15
1898,4709,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-08-05,
3463,4655,Payment Issue,The ride fare was higher than the estimated fare.,Open,2020-12-14,
8659,9813,Payment Issue,I was double charged for my ride.,In Progress,2020-04-22,
3269,7829,Payment Issue,I was double charged for my ride.,In Progress,2022-08-24,2021-06-02
6675,6704,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-05-08,
7640,2576,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-03-15,2020-07-10
9508,6338,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-07-24,2021-03-12
6175,4351,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-01-29,2021-05-22
3723,9975,Payment Issue,I can't update my payment information in the app.,Closed,2021-09-05,
6471,3234,Payment Issue,I can't update my payment information in the app.,Closed,2021-01-11,
4989,5681,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-12-22,2022-08-16
5624,2280,Payment Issue,I can't update my payment information in the app.,In Progress,2020-11-21,
4621,5899,Payment Issue,The ride fare was higher than the estimated fare.,Open,2021-01-05,
4184,1861,Payment Issue,I was double charged for my ride.,Resolved,2023-03-13,
1044,2214,Payment Issue,My promo code was not applied to my ride.,Closed,2020-03-16,
9575,8191,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-05-13,
52,4084,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-11-27,2021-07-22
6442,3904,Payment Issue,The ride fare was higher than the estimated fare.,Open,2020-08-30,
9961,3302,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-11-21,2023-04-03
2885,1504,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2022-01-31,2020-11-17
8225,5282,Payment Issue,I can't update my payment information in the app.,Closed,2021-08-12,
368,4547,Payment Issue,I can't update my payment information in the app.,In Progress,2023-07-08,2022-06-19
2953,5622,Payment Issue,My promo code was not applied to my ride.,Closed,2023-12-20,
6413,9386,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-10-21,
